"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.592167940E0,7.962851524E-1,3.515372798E-2,1.688444167E-1
3.602208223E0,6.897587180E-1,6.072007492E-2,1.139832959E-1
3.612187471E0,5.928196907E-1,6.924218684E-2,6.817692518E-2
3.622197236E0,5.123922229E-1,6.977482140E-2,4.101268202E-2
3.632145967E0,4.569984376E-1,6.711166352E-2,3.621899337E-2
3.642155733E0,4.271710515E-1,6.018744037E-2,4.314320907E-2
3.652104463E0,4.149205089E-1,6.125270575E-2,4.900216311E-2
3.662114229E0,4.282363057E-1,6.125270575E-2,5.379585549E-2
3.672062959E0,4.644553065E-1,6.657902896E-2,5.965480953E-2
3.682103242E0,5.038700700E-1,7.030745596E-2,6.817692518E-2
3.692082490E0,5.358279943E-1,6.018744037E-2,8.309062570E-2
3.702092256E0,5.438175201E-1,4.367584363E-2,1.006674916E-1
3.712040986E0,5.166532397E-1,2.503371425E-2,1.102548689E-1
3.722050752E0,4.617921412E-1,1.704423130E-2,1.043959185E-1
3.732030000E0,3.909520507E-1,8.522115648E-3,8.202536404E-2
3.742070283E0,3.233077526E-1,6.391586736E-3,5.219795927E-2
3.752049531E0,2.775014043E-1,-7.989482954E-3,2.130528912E-2
