"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.173949687E0,-2.426447868E-1,-3.005171776E0,-3.120020390E0
3.183988802E0,-5.124771595E-2,-3.042812824E0,-2.568866253E0
3.194029271E0,-2.803206444E-2,-3.027339458E0,-2.115014553E0
3.204070052E0,-9.697762132E-2,-2.902671814E0,-1.818527699E0
3.214095781E0,-5.835622549E-2,-2.462674141E0,-1.910212517E0
3.224086302E0,5.280724168E-2,-2.199550152E0,-2.046250343E0
3.234078958E0,-5.229604244E-2,-1.800881863E0,-2.004170418E0
3.244072864E0,-1.393976808E-1,-1.151392937E0,-1.189245939E0
3.254070677E0,5.568009615E-2,-4.397273064E-1,1.503548622E-1
3.264071927E0,4.855405092E-1,1.627268791E-1,1.747165203E0
3.274078177E0,9.570314884E-1,5.669903755E-1,2.512169361E0
3.284089739E0,1.224717855E0,6.877846718E-1,2.791966915E0
3.294106562E0,1.298331141E0,6.639823914E-1,3.052187920E0
3.304128437E0,1.015757084E0,8.211679459E-1,2.924435616E0
3.314155000E0,6.643716097E-1,1.093793392E0,2.755696774E0
3.324184635E0,4.789081216E-2,1.542153358E0,2.965777397E0
3.334217760E0,-3.788654804E-1,2.051329613E0,3.552890301E0
3.344251823E0,-7.826677561E-1,2.442172050E0,4.681422234E0
3.354287916E0,-1.053708553E0,3.075183868E0,5.149968147E0
3.364325208E0,-9.646286964E-1,3.914674759E0,4.422902107E0
3.374362812E0,-5.264449716E-1,4.539028168E0,3.080700874E0
3.384361823E0,-8.020818233E-3,4.711171627E0,2.396687984E0
3.394360937E0,5.188576579E-1,5.213603973E0,2.579745770E0
3.404362552E0,6.049321890E-1,5.914761543E0,2.989639759E0
3.414367187E0,3.888523281E-1,6.621643543E0,2.886651516E0
3.424374166E0,3.508706391E-1,7.449082375E0,2.994938850E0
3.434384896E0,3.340667486E-2,8.358132362E0,3.899732113E0
3.444397656E0,-8.123277426E-1,9.420787811E0,5.388656616E0
3.454414323E0,-1.750795841E0,1.034186172E1,7.535688400E0
3.464434791E0,-2.134120703E0,1.110811043E1,8.927314758E0
3.474458750E0,-2.121370316E0,1.174250031E1,8.975831985E0
3.484485833E0,-2.208476782E0,1.213199139E1,8.076759338E0
3.494515468E0,-2.251088142E0,1.211350536E1,6.491824150E0
3.504545989E0,-1.815843463E0,1.189918041E1,4.858596802E0
3.514577916E0,-1.673798561E0,1.142292976E1,4.114183903E0
3.524602812E0,-1.606929779E0,1.102232552E1,5.400158882E0
3.534628437E0,-1.190274954E0,1.047188950E1,8.399185181E0
3.544637239E0,-9.633226395E-1,9.956932068E0,1.096762657E1
3.554647448E0,-8.320138454E-1,8.977333069E0,1.197069931E1
3.564658177E0,-6.509613991E-1,7.754212379E0,1.148778915E1
3.574670781E0,-6.829090118E-1,6.766300201E0,9.828762054E0
3.584683541E0,-1.228094816E0,5.974191666E0,7.898559570E0
3.594696666E0,-1.386729836E0,5.083164215E0,5.902071953E0
3.604710312E0,-1.284690619E0,4.292569160E0,3.440017223E0
3.614724583E0,-1.153429508E0,3.565583229E0,1.430259705E0
3.624740260E0,-8.152181506E-1,2.900897026E0,-1.678757668E-1
3.634758489E0,-5.395167470E-1,2.568310738E0,-1.546160936E0
3.644777291E0,-2.191764712E-1,2.148486137E0,-2.454910755E0
3.654798385E0,2.916736305E-1,1.446208000E0,-2.804540157E0
3.664820416E0,7.097733021E-1,7.003602982E-1,-2.718251228E0
3.674844271E0,1.177772522E0,1.485309601E-1,-2.676020145E0
3.684868489E0,1.371354342E0,-4.071884155E-1,-2.601946354E0
3.694893854E0,9.862006903E-1,-7.173905373E-1,-1.504127502E0
3.704912812E0,1.029328465E0,-7.215375900E-1,1.342006207E0
3.714932760E0,4.635586441E-1,-5.552034378E-1,3.292431831E0
3.724947239E0,-4.157176018E-1,-1.226406097E-1,4.084266186E0
3.734962864E0,-8.387792706E-1,2.647156715E-1,4.147508621E0
