"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.739594222E0,-4.380770773E-2,-2.079867423E-1,-1.784265228E-2
2.749619014E0,6.258244161E-3,-7.483261824E-2,-2.956021577E-2
2.759650524E0,7.336792350E-2,7.003907114E-2,-4.021254554E-2
2.769686149E0,1.724345982E-1,2.010627389E-1,-3.808208182E-2
2.779726774E0,3.066539466E-1,2.809551954E-1,-2.529928461E-2
2.789771305E0,4.547213614E-1,3.342168629E-1,-1.464695390E-2
2.799818441E0,5.869433880E-1,3.427387178E-1,-5.059856921E-3
2.809866878E0,6.881405115E-1,3.033251166E-1,1.331541222E-3
2.819915368E0,7.264889479E-1,2.255630940E-1,-7.190322969E-3
2.829933649E0,6.924014688E-1,1.126483902E-1,-3.914731368E-2
2.839950837E0,6.071828008E-1,-2.370143496E-2,-7.003907114E-2
2.849968024E0,4.834826291E-1,-1.760297567E-1,-8.814803511E-2
2.859985055E0,3.247629106E-1,-2.442046702E-1,-6.151720881E-2
2.869975316E0,1.628475040E-1,-2.612484097E-1,-3.595161438E-2
2.879967712E0,5.312849581E-2,-2.782921195E-1,-9.320789017E-3
2.889963180E0,8.388710208E-3,-2.761616707E-1,1.624480449E-2
2.899962451E0,-1.398118306E-2,-2.410089672E-1,4.926702753E-2
2.909966097E0,-4.274247587E-2,-1.824211627E-1,7.696308941E-2
2.919974483E0,-5.446003750E-2,-1.153114736E-1,1.046591476E-1
2.929987764E0,-2.356828004E-2,-7.163692266E-2,1.217028722E-1
2.940005889E0,4.034570232E-2,-5.991935730E-2,1.238333359E-1
2.950028649E0,1.127815470E-1,-5.352795869E-2,1.227681041E-1
2.960055628E0,1.479342431E-1,-3.541899845E-2,1.323551983E-1
2.970084483E0,1.138467789E-1,-6.657706574E-3,1.536598653E-1
2.980116462E0,2.543243766E-2,-1.517957076E-2,1.770949960E-1
2.990150837E0,-1.013302878E-1,-7.589785010E-2,1.707035899E-1
3.000186826E0,-3.090507388E-1,-4.820179567E-2,1.387466043E-1
3.010223597E0,-5.497934222E-1,-1.731003635E-2,1.110505462E-1
3.020260368E0,-7.713618875E-1,1.358172111E-2,9.294158220E-2
3.030278285E0,-9.396686554E-1,7.536523789E-2,8.974587917E-2
3.040296201E0,-1.005713105E0,1.296921223E-1,7.483261824E-2
3.050312660E0,-9.780170918E-1,2.468677461E-1,3.115806542E-2
3.060329170E0,-8.746894598E-1,3.320863843E-1,-1.358172111E-2
3.070302503E0,-7.255568504E-1,3.544562757E-1,-4.766917601E-2
3.080279378E0,-5.679023266E-1,3.576519787E-1,-6.684337556E-2
3.090261305E0,-4.240958989E-1,3.427387178E-1,-7.749570161E-2
3.100249430E0,-2.888112962E-1,2.905423045E-1,-8.069140464E-2
3.110244691E0,-1.663095057E-1,2.362154275E-1,-8.388710022E-2
3.120247660E0,-7.789516449E-2,1.989322603E-1,-9.347419441E-2
3.130258649E0,-4.167724028E-2,1.648448110E-1,-9.666989744E-2
3.140277503E0,-4.913387448E-2,1.328878254E-1,-1.062569916E-1
3.150303910E0,-7.896039635E-2,8.921326697E-2,-1.211702600E-1
3.160337191E0,-1.109173894E-1,2.742975019E-2,-1.403444558E-1
3.170376462E0,-1.386134475E-1,-4.394086078E-2,-1.499315500E-1
3.180420524E0,-1.620485783E-1,-1.153114736E-1,-1.467358470E-1
3.190468180E0,-1.705704331E-1,-1.792254597E-1,-1.360835135E-1
3.200518024E0,-1.567224115E-1,-2.516613007E-1,-1.137136221E-1
3.210568701E0,-1.279611140E-1,-2.772268951E-1,-1.041265279E-1
3.220605420E0,-1.045259908E-1,-2.697702646E-1,-8.814803511E-2
3.230622868E0,-8.215609938E-2,-2.580527067E-1,-7.216953486E-2
3.240639847E0,-7.896039635E-2,-2.165086120E-1,-5.938674137E-2
3.250656826E0,-1.386134475E-1,-1.611164957E-1,-4.340824485E-2
3.260673858E0,-2.504629195E-1,-1.408770680E-1,-3.382114694E-2
3.270690941E0,-3.740299344E-1,-1.344856620E-1,-3.062544949E-2
3.280708076E0,-4.933360517E-1,-1.163767055E-1,-3.169068322E-2
3.290725212E0,-6.115769148E-1,-9.933298081E-2,-2.210358530E-2
3.300742347E0,-7.117088437E-1,-1.462032348E-1,2.663082560E-4
3.310759483E0,-7.639052272E-1,-2.474003732E-1,2.689713426E-2
3.320776670E0,-7.479267120E-1,-3.272928596E-1,7.376738638E-2
3.330793858E0,-6.531209946E-1,-4.167724252E-1,1.025286764E-1
3.340811045E0,-5.370106101E-1,-5.296871066E-1,7.057169080E-2
3.350828285E0,-4.528571963E-1,-5.531222224E-1,2.663082560E-4
3.360845576E0,-4.219654202E-1,-4.444684684E-1,-8.601756394E-2
3.370862920E0,-4.411396384E-1,-2.804225981E-1,-1.435401440E-1
3.380839691E0,-4.922707975E-1,-7.376738638E-2,-1.723014414E-1
3.390819743E0,-5.838808417E-1,8.175663650E-2,-1.765623689E-1
3.400804430E0,-6.701647043E-1,1.808233112E-1,-1.563229412E-1
3.410794847E0,-7.479267120E-1,2.394111156E-1,-1.307573467E-1
3.420791826E0,-7.926664948E-1,3.576519787E-1,-1.201050207E-1
3.430795941E0,-7.394048572E-1,4.535229504E-1,-1.723014414E-1
3.440807399E0,-5.966636539E-1,5.685681105E-1,-2.532591522E-1
3.450826149E0,-3.750951886E-1,6.090469956E-1,-3.331516385E-1
3.460851878E0,-1.556571722E-1,6.805507541E-1,-3.960003853E-1
3.470883962E0,7.549838722E-2,5.515244007E-1,-4.471315742E-1
3.480920420E0,1.958697289E-1,2.106498331E-1,-4.918713570E-1
3.490961410E0,9.147688746E-2,-9.720251709E-2,-4.961322844E-1
3.501005837E0,-3.591166735E-1,-3.272928596E-1,-4.993279874E-1
3.511052451E0,-1.056844354E0,-5.765573978E-1,-4.481967986E-1
3.521100003E0,-1.722615004E0,-8.449960947E-1,-3.065207899E-1
3.531139951E0,-2.070946217E0,-9.738892913E-1,-4.127778113E-2
3.541156930E0,-1.853638649E0,-7.384728193E-1,2.431394309E-1
3.551173962E0,-1.066431403E0,-4.348813891E-1,4.050548673E-1
3.561191045E0,-1.247654185E-1,-2.559222281E-1,4.764254689E-1
3.571208128E0,5.975957513E-1,-1.217028722E-1,4.987953603E-1
3.581198858E0,9.118394852E-1,2.742975019E-2,4.753602445E-1
3.591191722E0,9.256874919E-1,1.872147024E-1,3.912068307E-1
3.601187660E0,8.063814044E-1,3.672390878E-1,2.569874525E-1
3.611187347E0,6.732272506E-1,6.196992993E-1,9.826774895E-2
3.621191305E0,5.901390910E-1,9.127715230E-1,-6.577813625E-2
3.631199899E0,5.869433880E-1,1.132209539E0,-2.031932026E-1
3.641213285E0,6.306179762E-1,1.191862583E0,-2.809551954E-1
3.651231462E0,6.849448085E-1,1.048056126E0,-2.777595222E-1
3.661254170E0,7.318150997E-1,7.977263927E-1,-1.914756298E-1
3.671281045E0,7.829462886E-1,5.451329947E-1,-4.660394415E-2
3.681311566E0,8.521864414E-1,3.491301239E-1,1.195724085E-1
3.691345003E0,9.139699340E-1,1.392792165E-1,2.772268951E-1
3.701380628E0,9.118394852E-1,-2.005301118E-1,3.741630912E-1
3.711417555E0,8.617734909E-1,-3.784240186E-1,4.157072008E-1
3.721454951E0,7.733591795E-1,-4.380770922E-1,4.125114977E-1
3.731484743E0,6.753577590E-1,-3.816197217E-1,3.816197217E-1
3.741501670E0,5.635082722E-1,-1.717688292E-1,3.198362291E-1
3.751518597E0,4.664389193E-1,8.388710022E-2,2.271609455E-1
3.761535524E0,4.025249183E-1,3.086512685E-1,1.323551983E-1
3.771552503E0,3.599156141E-1,4.780233204E-1,5.139749497E-2
3.781569587E0,3.151758313E-1,5.781552196E-1,-7.190322969E-3
3.791586722E0,2.757622004E-1,6.069164872E-1,-2.423405088E-2
3.801603910E0,2.533923090E-1,5.632419586E-1,6.657706574E-3
3.811621149E0,2.565880120E-1,4.045222402E-1,6.524552405E-2
3.821638441E0,2.629793882E-1,1.659100503E-1,1.579207927E-1
3.831655785E0,2.683055699E-1,-1.525946259E-1,2.729659677E-1
3.841673128E0,2.683055699E-1,-4.955996573E-1,3.677717149E-1
3.851690472E0,2.533923090E-1,-7.246247530E-1,4.327509105E-1
